"datetime","time","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","dayOfWeek"
'2011-01-12 19:00:00','19:00:00','1','0','1','1',7.38,7.575,47,279.993,83,'vrijdag'
'2011-01-12 20:00:00','20:00:00','1','0','1','1',6.56,6.82,50,220.028,56,'vrijdag'
'2011-01-12 21:00:00','21:00:00','1','0','1','1',6.56,6.82,55,220.028,57,'vrijdag'
'2011-01-12 22:00:00','22:00:00','1','0','1','1',6.56,6.06,55,300.026,33,'vrijdag'
'2011-01-12 23:00:00','23:00:00','1','0','1','1',5.74,5.305,59,279.993,20,'vrijdag'
'2011-01-13 00:00:00','00:00:00','1','0','1','1',5.74,6.06,59,190.012,7,'zondag'
'2011-01-13 01:00:00','01:00:00','1','0','1','1',5.74,6.06,50,190.012,2,'zondag'
'2011-01-13 02:00:00','02:00:00','1','0','1','1',5.74,6.06,50,239.994,2,'zondag'
'2011-01-13 03:00:00','03:00:00','1','0','1','1',5.74,6.06,50,220.028,3,'zondag'
'2011-01-13 04:00:00','04:00:00','1','0','1','1',5.74,6.06,50,169.979,4,'zondag'
'2011-01-13 05:00:00','05:00:00','1','0','1','1',5.74,6.06,50,199.995,3,'zondag'
'2011-01-13 06:00:00','06:00:00','1','0','1','1',4.92,7.575,54,89.981,28,'zondag'
'2011-01-13 07:00:00','07:00:00','1','0','1','1',4.92,7.575,54,89.981,72,'zondag'
'2011-01-13 08:00:00','08:00:00','1','0','1','1',5.74,6.82,50,12.998,202,'zondag'
'2011-01-13 09:00:00','09:00:00','1','0','1','1',5.74,6.06,50,220.028,139,'zondag'
'2011-01-13 10:00:00','10:00:00','1','0','1','2',6.56,6.82,50,239.994,38,'zondag'
'2011-01-13 11:00:00','11:00:00','1','0','1','2',8.2,8.335,44,300.026,37,'zondag'
'2011-01-13 12:00:00','12:00:00','1','0','1','1',8.2,8.335,44,279.993,52,'zondag'
'2011-01-13 13:00:00','13:00:00','1','0','1','1',9.02,9.85,41,300.026,83,'zondag'
'2011-01-13 14:00:00','14:00:00','1','0','1','1',9.02,9.85,41,260.027,42,'zondag'
'2011-01-13 15:00:00','15:00:00','1','0','1','1',9.84,10.605,38,199.995,60,'zondag'
'2011-01-13 16:00:00','16:00:00','1','0','1','1',9.84,10.605,38,239.994,78,'zondag'
'2011-01-13 17:00:00','17:00:00','1','0','1','1',8.2,9.09,40,190.012,162,'zondag'
'2011-01-13 18:00:00','18:00:00','1','0','1','1',8.2,9.09,40,220.028,144,'zondag'
'2011-01-13 19:00:00','19:00:00','1','0','1','1',6.56,7.575,47,169.979,99,'zondag'
'2011-01-13 20:00:00','20:00:00','1','0','1','1',6.56,7.575,47,150.013,64,'zondag'
'2011-01-13 21:00:00','21:00:00','1','0','1','1',5.74,6.06,46,199.995,40,'zondag'
'2011-01-13 22:00:00','22:00:00','1','0','1','1',5.74,6.06,46,220.028,30,'zondag'
'2011-01-13 23:00:00','23:00:00','1','0','1','1',4.92,6.82,50,12.998,15,'zondag'
'2011-01-14 00:00:00','00:00:00','1','0','1','1',4.92,6.82,50,12.998,14,'maandag'
'2011-01-14 01:00:00','01:00:00','1','0','1','1',4.1,6.06,54,110.014,5,'maandag'
'2011-01-14 02:00:00','02:00:00','1','0','1','1',4.1,6.06,54,89.981,1,'maandag'
'2011-01-14 03:00:00','03:00:00','1','0','1','1',4.1,6.82,54,70.015,1,'maandag'
'2011-01-14 05:00:00','05:00:00','1','0','1','1',4.1,6.82,54,60.032,8,'maandag'
'2011-01-14 06:00:00','06:00:00','1','0','1','1',4.1,9.09,54,0,17,'maandag'
'2011-01-14 07:00:00','07:00:00','1','0','1','1',4.1,6.06,74,110.014,70,'maandag'
'2011-01-14 08:00:00','08:00:00','1','0','1','1',4.92,8.335,68,0,158,'maandag'
'2011-01-14 09:00:00','09:00:00','1','0','1','1',5.74,7.575,69,89.981,117,'maandag'
'2011-01-14 10:00:00','10:00:00','1','0','1','1',7.38,9.09,55,12.998,44,'maandag'
'2011-01-14 11:00:00','11:00:00','1','0','1','1',7.38,8.335,51,190.012,53,'maandag'
'2011-01-14 12:00:00','12:00:00','1','0','1','1',8.2,9.85,44,169.979,61,'maandag'
'2011-01-14 13:00:00','13:00:00','1','0','1','1',9.02,9.85,37,260.027,77,'maandag'
'2011-01-14 14:00:00','14:00:00','1','0','1','1',9.02,10.605,41,190.012,64,'maandag'
'2011-01-14 15:00:00','15:00:00','1','0','1','1',9.84,12.12,38,110.014,68,'maandag'
'2011-01-14 16:00:00','16:00:00','1','0','1','1',9.02,12.12,41,70.015,90,'maandag'
'2011-01-14 17:00:00','17:00:00','1','0','1','1',9.02,11.365,41,110.014,159,'maandag'
'2011-01-14 18:00:00','18:00:00','1','0','1','1',8.2,12.88,47,0,139,'maandag'
'2011-01-14 19:00:00','19:00:00','1','0','1','1',6.56,9.85,59,60.032,92,'maandag'
'2011-01-14 20:00:00','20:00:00','1','0','1','1',7.38,12.12,59,0,68,'maandag'
'2011-01-14 21:00:00','21:00:00','1','0','1','1',6.56,11.365,69,0,52,'maandag'
'2011-01-14 22:00:00','22:00:00','1','0','1','2',6.56,11.365,69,0,36,'maandag'
'2011-01-14 23:00:00','23:00:00','1','0','1','2',7.38,12.12,55,0,27,'maandag'
'2011-01-15 00:00:00','00:00:00','1','0','0','1',7.38,12.12,55,0,28,'dinsdag'
'2011-01-15 01:00:00','01:00:00','1','0','0','2',6.56,9.85,59,60.032,20,'dinsdag'
'2011-01-15 02:00:00','02:00:00','1','0','0','2',6.56,9.85,59,60.032,12,'dinsdag'
'2011-01-15 03:00:00','03:00:00','1','0','0','2',6.56,11.365,59,0,8,'dinsdag'
'2011-01-15 04:00:00','04:00:00','1','0','0','2',6.56,11.365,59,0,5,'dinsdag'
'2011-01-15 05:00:00','05:00:00','1','0','0','1',6.56,11.365,59,0,1,'dinsdag'
'2011-01-15 06:00:00','06:00:00','1','0','0','1',5.74,8.335,63,70.015,3,'dinsdag'
'2011-01-15 07:00:00','07:00:00','1','0','0','1',5.74,10.605,63,0,10,'dinsdag'
'2011-01-15 08:00:00','08:00:00','1','0','0','1',5.74,7.575,63,89.981,23,'dinsdag'
'2011-01-15 09:00:00','09:00:00','1','0','0','1',6.56,9.09,64,89.981,33,'dinsdag'
'2011-01-15 10:00:00','10:00:00','1','0','0','1',7.38,9.85,59,110.014,59,'dinsdag'
'2011-01-15 11:00:00','11:00:00','1','0','0','1',8.2,9.85,55,150.013,72,'dinsdag'
'2011-01-15 12:00:00','12:00:00','1','0','0','1',9.84,11.365,48,150.013,89,'dinsdag'
'2011-01-15 13:00:00','13:00:00','1','0','0','1',11.48,12.88,38,199.995,101,'dinsdag'
'2011-01-15 14:00:00','14:00:00','1','0','0','1',12.3,14.395,39,190.012,118,'dinsdag'
'2011-01-15 15:00:00','15:00:00','1','0','0','2',13.12,15.91,36,12.998,129,'dinsdag'
'2011-01-15 16:00:00','16:00:00','1','0','0','2',13.94,16.665,34,12.998,128,'dinsdag'
'2011-01-15 17:00:00','17:00:00','1','0','0','2',13.12,15.15,36,190.012,83,'dinsdag'
'2011-01-15 18:00:00','18:00:00','1','0','0','2',12.3,14.395,45,169.979,84,'dinsdag'
'2011-01-15 19:00:00','19:00:00','1','0','0','2',13.12,15.15,39,169.979,74,'dinsdag'
'2011-01-15 20:00:00','20:00:00','1','0','0','2',13.12,15.15,39,169.979,41,'dinsdag'
'2011-01-15 21:00:00','21:00:00','1','0','0','2',13.12,15.15,39,150.013,57,'dinsdag'
'2011-01-15 22:00:00','22:00:00','1','0','0','2',12.3,15.91,42,70.015,26,'dinsdag'
'2011-01-15 23:00:00','23:00:00','1','0','0','1',12.3,14.395,45,190.012,44,'dinsdag'
'2011-01-16 00:00:00','00:00:00','1','0','0','1',10.66,15.15,56,0,39,'woensdag'
'2011-01-16 01:00:00','01:00:00','1','0','0','1',10.66,13.635,56,89.981,23,'woensdag'
'2011-01-16 02:00:00','02:00:00','1','0','0','1',10.66,14.395,56,60.032,16,'woensdag'
'2011-01-16 03:00:00','03:00:00','1','0','0','1',9.02,13.635,69,0,15,'woensdag'
'2011-01-16 04:00:00','04:00:00','1','0','0','1',10.66,12.88,56,110.014,1,'woensdag'
'2011-01-16 05:00:00','05:00:00','1','0','0','2',10.66,12.88,56,110.014,2,'woensdag'
'2011-01-16 06:00:00','06:00:00','1','0','0','2',10.66,12.88,56,110.014,1,'woensdag'
'2011-01-16 07:00:00','07:00:00','1','0','0','2',9.84,10.605,56,199.995,3,'woensdag'
'2011-01-16 08:00:00','08:00:00','1','0','0','1',9.02,10.605,55,190.012,18,'woensdag'
'2011-01-16 09:00:00','09:00:00','1','0','0','1',9.02,10.605,51,169.979,32,'woensdag'
'2011-01-16 10:00:00','10:00:00','1','0','0','1',9.02,10.605,51,190.012,79,'woensdag'
'2011-01-16 11:00:00','11:00:00','1','0','0','1',9.84,11.365,44,169.979,93,'woensdag'
'2011-01-16 12:00:00','12:00:00','1','0','0','1',9.84,10.605,41,190.012,104,'woensdag'
'2011-01-16 13:00:00','13:00:00','1','0','0','1',10.66,11.365,35,199.995,118,'woensdag'
'2011-01-16 14:00:00','14:00:00','1','0','0','1',11.48,13.635,36,169.979,91,'woensdag'
'2011-01-16 15:00:00','15:00:00','1','0','0','1',10.66,12.12,38,169.979,113,'woensdag'
'2011-01-16 16:00:00','16:00:00','1','0','0','1',9.84,11.365,38,150.013,99,'woensdag'
'2011-01-16 17:00:00','17:00:00','1','0','0','1',9.02,10.605,37,169.979,105,'woensdag'
'2011-01-16 18:00:00','18:00:00','1','0','0','1',8.2,10.605,40,110.014,67,'woensdag'
'2011-01-16 19:00:00','19:00:00','1','0','0','1',7.38,9.85,47,89.981,61,'woensdag'
'2011-01-16 20:00:00','20:00:00','1','0','0','1',7.38,9.85,47,110.014,57,'woensdag'
'2011-01-16 21:00:00','21:00:00','1','0','0','1',7.38,9.85,51,110.014,28,'woensdag'
'2011-01-16 22:00:00','22:00:00','1','0','0','2',8.2,10.605,49,89.981,21,'woensdag'
'2011-01-16 23:00:00','23:00:00','1','0','0','2',8.2,11.365,40,70.015,18,'woensdag'
'2011-01-17 00:00:00','00:00:00','1','1','0','2',8.2,9.85,47,150.013,17,'vrijdag'
'2011-01-17 01:00:00','01:00:00','1','1','0','2',8.2,9.85,44,12.998,16,'vrijdag'
'2011-01-17 02:00:00','02:00:00','1','1','0','2',7.38,8.335,43,169.979,8,'vrijdag'
'2011-01-17 03:00:00','03:00:00','1','1','0','2',7.38,9.09,43,12.998,2,'vrijdag'
'2011-01-17 04:00:00','04:00:00','1','1','0','2',7.38,9.85,43,89.981,3,'vrijdag'
'2011-01-17 05:00:00','05:00:00','1','1','0','2',7.38,9.85,43,110.014,1,'vrijdag'
'2011-01-17 06:00:00','06:00:00','1','1','0','2',7.38,9.09,43,12.998,5,'vrijdag'
'2011-01-17 07:00:00','07:00:00','1','1','0','2',6.56,9.09,50,89.981,13,'vrijdag'
'2011-01-17 08:00:00','08:00:00','1','1','0','2',6.56,7.575,47,150.013,33,'vrijdag'
'2011-01-17 09:00:00','09:00:00','1','1','0','2',6.56,7.575,47,150.013,47,'vrijdag'
'2011-01-17 10:00:00','10:00:00','1','1','0','2',6.56,7.575,50,169.979,57,'vrijdag'
'2011-01-17 11:00:00','11:00:00','1','1','0','2',6.56,7.575,55,12.998,64,'vrijdag'
'2011-01-17 12:00:00','12:00:00','1','1','0','2',7.38,9.85,47,89.981,80,'vrijdag'
'2011-01-17 13:00:00','13:00:00','1','1','0','2',7.38,9.85,47,89.981,93,'vrijdag'
'2011-01-17 14:00:00','14:00:00','1','1','0','2',7.38,10.605,43,70.015,86,'vrijdag'
'2011-01-17 15:00:00','15:00:00','1','1','0','2',8.2,10.605,47,110.014,93,'vrijdag'
'2011-01-17 16:00:00','16:00:00','1','1','0','2',8.2,10.605,47,110.014,82,'vrijdag'
'2011-01-17 17:00:00','17:00:00','1','1','0','1',8.2,9.85,51,12.998,71,'vrijdag'
'2011-01-17 18:00:00','18:00:00','1','1','0','2',7.38,8.335,55,169.979,92,'vrijdag'
'2011-01-17 19:00:00','19:00:00','1','1','0','3',7.38,9.09,59,12.998,60,'vrijdag'
'2011-01-17 20:00:00','20:00:00','1','1','0','3',6.56,7.575,80,12.998,33,'vrijdag'
'2011-01-17 21:00:00','21:00:00','1','1','0','3',6.56,7.575,80,12.998,27,'vrijdag'
'2011-01-17 22:00:00','22:00:00','1','1','0','3',5.74,6.06,93,169.979,13,'vrijdag'
'2011-01-17 23:00:00','23:00:00','1','1','0','3',6.56,6.82,86,190.012,4,'vrijdag'
'2011-01-18 12:00:00','12:00:00','1','0','1','2',8.2,9.09,86,220.028,3,'zaterdag'
'2011-01-18 13:00:00','13:00:00','1','0','1','2',8.2,9.85,86,150.013,22,'zaterdag'
'2011-01-18 14:00:00','14:00:00','1','0','1','2',9.02,11.365,80,110.014,28,'zaterdag'
'2011-01-18 15:00:00','15:00:00','1','0','1','2',9.02,11.365,87,110.014,35,'zaterdag'
'2011-01-18 16:00:00','16:00:00','1','0','1','2',9.02,11.365,87,12.998,61,'zaterdag'
'2011-01-18 17:00:00','17:00:00','1','0','1','2',9.02,11.365,82,12.998,125,'zaterdag'
'2011-01-18 18:00:00','18:00:00','1','0','1','2',9.02,11.365,80,110.014,133,'zaterdag'
'2011-01-18 19:00:00','19:00:00','1','0','1','2',9.02,11.365,80,89.981,99,'zaterdag'
'2011-01-18 20:00:00','20:00:00','1','0','1','2',9.02,13.635,87,0,83,'zaterdag'
'2011-01-18 21:00:00','21:00:00','1','0','1','2',9.02,12.12,93,70.015,41,'zaterdag'
'2011-01-18 22:00:00','22:00:00','1','0','1','2',9.02,12.88,93,60.032,33,'zaterdag'
'2011-01-18 23:00:00','23:00:00','1','0','1','2',9.02,13.635,93,0,20,'zaterdag'
'2011-01-19 00:00:00','00:00:00','1','0','1','2',9.02,13.635,93,0,3,'zondag'
'2011-01-19 01:00:00','01:00:00','1','0','1','3',9.02,11.365,93,89.981,7,'zondag'
'2011-01-19 02:00:00','02:00:00','1','0','1','3',9.02,11.365,93,89.981,3,'zondag'
'2011-01-19 04:00:00','04:00:00','1','0','1','3',9.02,11.365,93,89.981,2,'zondag'
'2011-01-19 05:00:00','05:00:00','1','0','1','2',9.02,12.88,93,60.032,7,'zondag'
'2011-01-19 06:00:00','06:00:00','1','0','1','2',9.02,12.88,93,60.032,32,'zondag'
'2011-01-19 07:00:00','07:00:00','1','0','1','2',9.84,12.88,92,70.015,90,'zondag'
'2011-01-19 08:00:00','08:00:00','1','0','1','2',9.84,12.88,93,70.015,197,'zondag'
'2011-01-19 09:00:00','09:00:00','1','0','1','2',9.84,12.88,93,70.015,109,'zondag'
'2011-01-19 10:00:00','10:00:00','1','0','1','2',10.66,13.635,93,89.981,47,'zondag'
'2011-01-19 11:00:00','11:00:00','1','0','1','2',11.48,15.15,87,60.032,52,'zondag'
'2011-01-19 12:00:00','12:00:00','1','0','1','2',12.3,15.91,81,60.032,70,'zondag'
'2011-01-19 13:00:00','13:00:00','1','0','1','1',16.4,20.455,62,190.012,78,'zondag'
'2011-01-19 14:00:00','14:00:00','1','0','1','1',16.4,20.455,58,169.979,75,'zondag'
'2011-01-19 15:00:00','15:00:00','1','0','1','1',16.4,20.455,54,190.012,82,'zondag'
'2011-01-19 16:00:00','16:00:00','1','0','1','1',15.58,19.695,58,260.027,104,'zondag'
'2011-01-19 17:00:00','17:00:00','1','0','1','1',14.76,16.665,57,220.028,197,'zondag'
'2011-01-19 18:00:00','18:00:00','1','0','1','1',13.94,15.91,61,190.012,161,'zondag'
'2011-01-19 19:00:00','19:00:00','1','0','1','1',13.12,14.395,57,279.993,112,'zondag'
'2011-01-19 20:00:00','20:00:00','1','0','1','1',13.12,15.15,49,199.995,76,'zondag'
'2011-01-19 21:00:00','21:00:00','1','0','1','1',13.12,14.395,49,279.993,59,'zondag'
'2011-01-19 22:00:00','22:00:00','1','0','1','1',12.3,15.15,52,110.014,59,'zondag'
'2011-01-19 23:00:00','23:00:00','1','0','1','1',12.3,13.635,52,310.009,28,'zondag'
'2011-02-01 00:00:00','00:00:00','1','0','1','2',6.56,9.09,64,70.015,8,'dinsdag'
'2011-02-01 01:00:00','01:00:00','1','0','1','2',6.56,9.09,69,70.015,3,'dinsdag'
'2011-02-01 02:00:00','02:00:00','1','0','1','2',6.56,11.365,69,0,2,'dinsdag'
'2011-02-01 03:00:00','03:00:00','1','0','1','2',6.56,11.365,69,0,2,'dinsdag'
'2011-02-01 05:00:00','05:00:00','1','0','1','3',5.74,10.605,93,0,3,'dinsdag'
'2011-02-01 06:00:00','06:00:00','1','0','1','3',5.74,10.605,93,0,22,'dinsdag'
'2011-02-01 07:00:00','07:00:00','1','0','1','3',6.56,11.365,93,0,52,'dinsdag'
'2011-02-01 08:00:00','08:00:00','1','0','1','3',6.56,11.365,93,0,135,'dinsdag'
'2011-02-01 09:00:00','09:00:00','1','0','1','2',6.56,11.365,93,0,116,'dinsdag'
'2011-02-01 10:00:00','10:00:00','1','0','1','2',6.56,11.365,93,0,47,'dinsdag'
'2011-02-01 11:00:00','11:00:00','1','0','1','2',7.38,12.12,86,0,51,'dinsdag'
'2011-02-01 12:00:00','12:00:00','1','0','1','2',8.2,12.88,86,0,55,'dinsdag'
'2011-02-01 13:00:00','13:00:00','1','0','1','2',8.2,12.88,86,0,52,'dinsdag'
'2011-02-01 14:00:00','14:00:00','1','0','1','2',9.02,12.88,80,60.032,54,'dinsdag'
'2011-02-01 15:00:00','15:00:00','1','0','1','2',9.84,14.395,75,0,52,'dinsdag'
'2011-02-01 16:00:00','16:00:00','1','0','1','2',9.84,12.12,75,89.981,64,'dinsdag'
'2011-02-01 17:00:00','17:00:00','1','0','1','2',9.84,14.395,75,0,176,'dinsdag'
'2011-02-01 18:00:00','18:00:00','1','0','1','2',9.84,12.88,81,70.015,168,'dinsdag'
'2011-02-01 19:00:00','19:00:00','1','0','1','2',9.84,12.12,81,89.981,108,'dinsdag'
'2011-02-01 20:00:00','20:00:00','1','0','1','2',9.02,11.365,87,89.981,74,'dinsdag'
'2011-02-01 21:00:00','21:00:00','1','0','1','2',9.02,11.365,87,89.981,64,'dinsdag'
'2011-02-01 22:00:00','22:00:00','1','0','1','2',9.02,12.88,87,60.032,36,'dinsdag'
'2011-02-01 23:00:00','23:00:00','1','0','1','3',8.2,9.85,93,12.998,16,'dinsdag'
'2011-02-02 00:00:00','00:00:00','1','0','1','3',9.02,12.12,93,70.015,2,'woensdag'
'2011-02-02 01:00:00','01:00:00','1','0','1','3',9.02,11.365,93,12.998,3,'woensdag'
'2011-02-02 02:00:00','02:00:00','1','0','1','3',9.02,11.365,93,89.981,4,'woensdag'
'2011-02-02 03:00:00','03:00:00','1','0','1','3',9.02,11.365,93,89.981,1,'woensdag'
'2011-02-02 04:00:00','04:00:00','1','0','1','3',9.02,10.605,93,190.012,1,'woensdag'
'2011-02-02 05:00:00','05:00:00','1','0','1','3',9.02,12.12,93,70.015,3,'woensdag'
'2011-02-02 06:00:00','06:00:00','1','0','1','3',9.02,12.12,93,70.015,18,'woensdag'
'2011-02-02 07:00:00','07:00:00','1','0','1','3',9.02,10.605,93,150.013,49,'woensdag'
'2011-02-02 08:00:00','08:00:00','1','0','1','3',9.02,10.605,93,150.013,155,'woensdag'
'2011-02-02 09:00:00','09:00:00','1','0','1','2',9.84,12.88,93,60.032,123,'woensdag'
'2011-02-02 10:00:00','10:00:00','1','0','1','2',9.02,13.635,100,0,61,'woensdag'
'2011-02-02 11:00:00','11:00:00','1','0','1','2',9.84,11.365,93,12.998,52,'woensdag'
'2011-02-02 12:00:00','12:00:00','1','0','1','2',9.84,11.365,93,150.013,64,'woensdag'
'2011-02-02 13:00:00','13:00:00','1','0','1','1',13.94,16.665,93,110.014,75,'woensdag'
'2011-02-02 14:00:00','14:00:00','1','0','1','1',15.58,19.695,82,260.027,63,'woensdag'
'2011-02-02 15:00:00','15:00:00','1','0','1','1',15.58,19.695,76,220.028,76,'woensdag'
'2011-02-02 16:00:00','16:00:00','1','0','1','1',14.76,16.665,71,199.995,103,'woensdag'
'2011-02-02 17:00:00','17:00:00','1','0','1','1',14.76,15.91,53,350.008,190,'woensdag'
'2011-02-02 18:00:00','18:00:00','1','0','1','1',13.94,14.395,42,369.974,182,'woensdag'
'2011-02-02 19:00:00','19:00:00','1','0','1','1',11.48,12.12,45,329.975,91,'woensdag'
'2011-02-02 20:00:00','20:00:00','1','0','1','1',9.84,9.85,48,369.974,75,'woensdag'
'2011-02-02 21:00:00','21:00:00','1','0','1','1',9.02,9.85,47,220.028,63,'woensdag'
'2011-02-02 22:00:00','22:00:00','1','0','1','1',9.02,10.605,44,169.979,40,'woensdag'
'2011-02-02 23:00:00','23:00:00','1','0','1','1',8.2,8.335,44,300.026,32,'woensdag'
'2011-02-03 00:00:00','00:00:00','1','0','1','1',8.2,8.335,40,300.026,12,'donderdag'
'2011-02-03 01:00:00','01:00:00','1','0','1','1',8.2,7.575,44,350.008,5,'donderdag'
'2011-02-03 02:00:00','02:00:00','1','0','1','1',7.38,8.335,43,169.979,2,'donderdag'
'2011-02-03 03:00:00','03:00:00','1','0','1','1',7.38,8.335,43,169.979,1,'donderdag'
'2011-02-03 05:00:00','05:00:00','1','0','1','1',6.56,6.82,50,199.995,2,'donderdag'
'2011-02-03 06:00:00','06:00:00','1','0','1','1',6.56,6.82,43,239.994,39,'donderdag'
'2011-02-03 07:00:00','07:00:00','1','0','1','1',5.74,6.06,50,220.028,87,'donderdag'
'2011-02-03 08:00:00','08:00:00','1','0','1','1',5.74,6.06,50,239.994,188,'donderdag'
'2011-02-03 09:00:00','09:00:00','1','0','1','1',6.56,6.82,47,199.995,133,'donderdag'
'2011-02-03 10:00:00','10:00:00','1','0','1','1',7.38,7.575,43,220.028,52,'donderdag'
'2011-02-03 11:00:00','11:00:00','1','0','1','1',7.38,6.82,43,300.026,64,'donderdag'
'2011-02-03 12:00:00','12:00:00','1','0','1','1',8.2,9.09,40,239.994,69,'donderdag'
'2011-02-03 13:00:00','13:00:00','1','0','1','1',8.2,8.335,40,279.993,51,'donderdag'
'2011-02-03 14:00:00','14:00:00','1','0','1','1',9.02,9.85,37,260.027,47,'donderdag'
'2011-02-03 15:00:00','15:00:00','1','0','1','1',9.02,9.85,37,220.028,60,'donderdag'
'2011-02-03 16:00:00','16:00:00','1','0','1','1',9.02,10.605,37,169.979,78,'donderdag'
'2011-02-03 17:00:00','17:00:00','1','0','1','1',8.2,9.85,40,12.998,175,'donderdag'
'2011-02-03 18:00:00','18:00:00','1','0','1','1',8.2,10.605,40,110.014,147,'donderdag'
'2011-02-03 19:00:00','19:00:00','1','0','1','1',8.2,12.88,40,0,96,'donderdag'
'2011-02-03 20:00:00','20:00:00','1','0','1','1',8.2,11.365,47,60.032,109,'donderdag'
'2011-02-03 21:00:00','21:00:00','1','0','1','1',7.38,10.605,55,70.015,54,'donderdag'
'2011-02-03 22:00:00','22:00:00','1','0','1','1',7.38,10.605,51,60.032,41,'donderdag'
'2011-02-03 23:00:00','23:00:00','1','0','1','1',8.2,11.365,47,70.015,38,'donderdag'
'2011-02-04 00:00:00','00:00:00','1','0','1','2',8.2,12.88,44,0,13,'vrijdag'
'2011-02-04 01:00:00','01:00:00','1','0','1','2',6.56,11.365,59,0,7,'vrijdag'
'2011-02-04 02:00:00','02:00:00','1','0','1','2',5.74,8.335,63,70.015,1,'vrijdag'
'2011-02-04 03:00:00','03:00:00','1','0','1','2',5.74,8.335,63,70.015,1,'vrijdag'
'2011-02-04 05:00:00','05:00:00','1','0','1','2',5.74,7.575,63,89.981,7,'vrijdag'
'2011-02-04 06:00:00','06:00:00','1','0','1','2',6.56,11.365,55,0,28,'vrijdag'
'2011-02-04 07:00:00','07:00:00','1','0','1','1',5.74,10.605,59,0,87,'vrijdag'
'2011-02-04 08:00:00','08:00:00','1','0','1','1',5.74,7.575,74,89.981,220,'vrijdag'
'2011-02-04 09:00:00','09:00:00','1','0','1','2',6.56,9.09,80,89.981,127,'vrijdag'
'2011-02-04 10:00:00','10:00:00','1','0','1','2',8.2,10.605,51,89.981,51,'vrijdag'
'2011-02-04 11:00:00','11:00:00','1','0','1','1',9.02,11.365,51,110.014,64,'vrijdag'
'2011-02-04 12:00:00','12:00:00','1','0','1','2',9.84,12.12,48,110.014,86,'vrijdag'
'2011-02-04 13:00:00','13:00:00','1','0','1','2',10.66,12.88,50,150.013,82,'vrijdag'
'2011-02-04 14:00:00','14:00:00','1','0','1','2',11.48,13.635,45,110.014,91,'vrijdag'
'2011-02-04 15:00:00','15:00:00','1','0','1','2',11.48,13.635,48,169.979,90,'vrijdag'
'2011-02-04 16:00:00','16:00:00','1','0','1','2',12.3,14.395,42,150.013,99,'vrijdag'
'2011-02-04 17:00:00','17:00:00','1','0','1','2',10.66,13.635,56,89.981,205,'vrijdag'
'2011-02-04 18:00:00','18:00:00','1','0','1','2',9.84,12.88,60,70.015,155,'vrijdag'
'2011-02-04 19:00:00','19:00:00','1','0','1','2',9.84,12.12,65,89.981,103,'vrijdag'
'2011-02-04 20:00:00','20:00:00','1','0','1','2',9.84,12.12,65,110.014,71,'vrijdag'
'2011-02-04 21:00:00','21:00:00','1','0','1','2',9.84,12.12,70,110.014,43,'vrijdag'
'2011-02-04 22:00:00','22:00:00','1','0','1','2',9.84,12.12,65,110.014,46,'vrijdag'
'2011-02-04 23:00:00','23:00:00','1','0','1','2',9.84,12.12,70,89.981,31,'vrijdag'
'2011-02-05 00:00:00','00:00:00','1','0','0','2',9.84,12.12,70,110.014,39,'zondag'
'2011-02-05 01:00:00','01:00:00','1','0','0','2',9.84,12.12,65,110.014,18,'zondag'
'2011-02-05 02:00:00','02:00:00','1','0','0','2',9.84,12.12,75,110.014,17,'zondag'
'2011-02-05 03:00:00','03:00:00','1','0','0','2',9.84,12.12,75,110.014,11,'zondag'
'2011-02-05 04:00:00','04:00:00','1','0','0','3',9.02,11.365,93,89.981,8,'zondag'
'2011-02-05 05:00:00','05:00:00','1','0','0','3',8.2,11.365,100,60.032,9,'zondag'
'2011-02-05 06:00:00','06:00:00','1','0','0','3',8.2,12.88,100,0,4,'zondag'
'2011-02-05 07:00:00','07:00:00','1','0','0','3',9.02,12.88,93,60.032,4,'zondag'
'2011-02-05 08:00:00','08:00:00','1','0','0','3',8.2,11.365,100,60.032,10,'zondag'
'2011-02-05 09:00:00','09:00:00','1','0','0','3',8.2,11.365,100,60.032,20,'zondag'
'2011-02-05 10:00:00','10:00:00','1','0','0','3',8.2,10.605,100,89.981,34,'zondag'
'2011-02-05 11:00:00','11:00:00','1','0','0','3',9.02,11.365,100,89.981,47,'zondag'
'2011-02-05 12:00:00','12:00:00','1','0','0','3',9.02,11.365,100,110.014,52,'zondag'
'2011-02-05 13:00:00','13:00:00','1','0','0','3',9.02,11.365,100,110.014,72,'zondag'
'2011-02-05 14:00:00','14:00:00','1','0','0','3',9.02,13.635,100,0,55,'zondag'
'2011-02-05 15:00:00','15:00:00','1','0','0','3',9.02,13.635,100,0,60,'zondag'
